mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_degree,param_gamma,param_kernel,param_max_iter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.0022693634033203124,0.00019545115963613037,0.001925516128540039,0.0025144852011929858,0.1,2.0,0.14677992676220697,poly,100000.0,"{'C': 0.1, 'degree': 2, 'gamma': 0.14677992676220697, 'kernel': 'poly', 'max_iter': 100000}",0.5256410256410257,0.5384615384615384,0.5714285714285714,0.5454545454545454,0.5454545454545454,0.5452196382428941,0.014938457597340804,1009
0.0019994735717773437,7.083938785418244e-05,0.0006247520446777344,1.1541626466628173e-05,0.1,2.0,0.28729848333536656,linear,100000.0,"{'C': 0.1, 'degree': 2, 'gamma': 0.28729848333536656, 'kernel': 'linear', 'max_iter': 100000}",0.6282051282051282,0.5769230769230769,0.5064935064935064,0.5194805194805194,0.5974025974025974,0.5658914728682171,0.046208833860109134,375
0.003979539871215821,0.0002607666999020537,0.0011283397674560548,9.938967978007994e-05,0.1,2.0,0.28729848333536656,rbf,100000.0,"{'C': 0.1, 'degree': 2, 'gamma': 0.28729848333536656, 'kernel': 'rbf', 'max_iter': 100000}",0.6410256410256411,0.6410256410256411,0.6103896103896104,0.5844155844155844,0.6753246753246753,0.6304909560723514,0.03078083419957719,196
0.0021620750427246093,7.47933332899081e-05,0.0006959915161132812,5.325705396622107e-05,0.1,2.0,0.28729848333536656,poly,100000.0,"{'C': 0.1, 'degree': 2, 'gamma': 0.28729848333536656, 'kernel': 'poly', 'max_iter': 100000}",0.5897435897435898,0.6025641025641025,0.6883116883116883,0.6103896103896104,0.6623376623376623,0.6304909560723514,0.03793700119582008,196
0.002024936676025391,6.441104613280204e-05,0.000647735595703125,4.8356883535933634e-05,0.1,2.0,0.5623413251903491,linear,100000.0,"{'C': 0.1, 'degree': 2, 'gamma': 0.5623413251903491, 'kernel': 'linear', 'max_iter': 100000}",0.6282051282051282,0.5769230769230769,0.5064935064935064,0.5194805194805194,0.5974025974025974,0.5658914728682171,0.046208833860109134,375
0.007090091705322266,0.0059818745930873005,0.0011003971099853515,9.847450457688955e-05,0.1,2.0,0.5623413251903491,rbf,100000.0,"{'C': 0.1, 'degree': 2, 'gamma': 0.5623413251903491, 'kernel': 'rbf', 'max_iter': 100000}",0.6666666666666666,0.6923076923076923,0.6883116883116883,0.5844155844155844,0.6363636363636364,0.6537467700258398,0.039844276845909764,114
0.0022543907165527345,9.622954275061153e-05,0.0006446361541748047,7.352266154042167e-06,0.1,2.0,0.5623413251903491,poly,100000.0,"{'C': 0.1, 'degree': 2, 'gamma': 0.5623413251903491, 'kernel': 'poly', 'max_iter': 100000}",0.5897435897435898,0.5897435897435898,0.6753246753246753,0.6103896103896104,0.6493506493506493,0.6227390180878553,0.03406310339396446,217
0.0021236419677734377,0.00012772200555211368,0.0006212234497070312,6.3054389924892265e-06,0.1,2.0,1.1006941712522103,linear,100000.0,"{'C': 0.1, 'degree': 2, 'gamma': 1.1006941712522103, 'kernel': 'linear', 'max_iter': 100000}",0.6282051282051282,0.5769230769230769,0.5064935064935064,0.5194805194805194,0.5974025974025974,0.5658914728682171,0.046208833860109134,375
0.0039713382720947266,0.000149822811803066,0.0011110305786132812,6.307548145518227e-05,0.1,2.0,1.1006941712522103,rbf,100000.0,"{'C': 0.1, 'degree': 2, 'gamma': 1.1006941712522103, 'kernel': 'rbf', 'max_iter': 100000}",0.6666666666666666,0.6794871794871795,0.7142857142857143,0.6103896103896104,0.6623376623376623,0.6666666666666666,0.0334391318185773,73
0.002792024612426758,0.00016168883598848295,0.0007013797760009766,5.343542807721841e-05,0.1,2.0,1.1006941712522103,poly,100000.0,"{'C': 0.1, 'degree': 2, 'gamma': 1.1006941712522103, 'kernel': 'poly', 'max_iter': 100000}",0.6025641025641025,0.6153846153846154,0.7142857142857143,0.5974025974025974,0.6493506493506493,0.6356589147286822,0.04315250192562756,181
0.0022112846374511717,7.020419571476587e-05,0.0006386756896972657,2.852004460217571e-05,0.1,2.0,2.1544346900318843,linear,100000.0,"{'C': 0.1, 'degree': 2, 'gamma': 2.1544346900318843, 'kernel': 'linear', 'max_iter': 100000}",0.6282051282051282,0.5769230769230769,0.5064935064935064,0.5194805194805194,0.5974025974025974,0.5658914728682171,0.046208833860109134,375
0.006316947937011719,0.0041516471954287145,0.001232481002807617,4.614261305204714e-05,0.1,2.0,2.1544346900318843,rbf,100000.0,"{'C': 0.1, 'degree': 2, 'gamma': 2.1544346900318843, 'kernel': 'rbf', 'max_iter': 100000}",0.5512820512820513,0.5128205128205128,0.5194805194805194,0.5194805194805194,0.4935064935064935,0.5193798449612403,0.01862787999880668,1051
0.004157066345214844,0.0006626987202693242,0.00070953369140625,5.7654916946799354e-05,0.1,2.0,2.1544346900318843,poly,100000.0,"{'C': 0.1, 'degree': 2, 'gamma': 2.1544346900318843, 'kernel': 'poly', 'max_iter': 100000}",0.6025641025641025,0.6282051282051282,0.7012987012987013,0.5974025974025974,0.6493506493506493,0.6356589147286822,0.03765246001860268,181
0.002147817611694336,0.00016602704316994398,0.0006639480590820313,4.0356709414660464e-05,0.1,2.0,4.216965034285822,linear,100000.0,"{'C': 0.1, 'degree': 2, 'gamma': 4.216965034285822, 'kernel': 'linear', 'max_iter': 100000}",0.6282051282051282,0.5769230769230769,0.5064935064935064,0.5194805194805194,0.5974025974025974,0.5658914728682171,0.046208833860109134,375
0.007476377487182617,0.00719338792652606,0.0010712146759033203,1.2147654726845738e-05,0.1,2.0,4.216965034285822,rbf,100000.0,"{'C': 0.1, 'degree': 2, 'gamma': 4.216965034285822, 'kernel': 'rbf', 'max_iter': 100000}",0.5128205128205128,0.5128205128205128,0.5064935064935064,0.5064935064935064,0.5064935064935064,0.5090439276485789,0.0031035274634571785,1149
0.007831668853759766,0.0019888215224303485,0.0006655216217041016,2.0682093720519077e-05,0.1,2.0,4.216965034285822,poly,100000.0,"{'C': 0.1, 'degree': 2, 'gamma': 4.216965034285822, 'kernel': 'poly', 'max_iter': 100000}",0.6153846153846154,0.6410256410256411,0.6883116883116883,0.6103896103896104,0.6493506493506493,0.6408268733850129,0.027890642231635326,165
0.0020696163177490235,7.921133562193989e-05,0.0006749629974365234,6.039439565659416e-05,0.1,2.0,8.25404185268019,linear,100000.0,"{'C': 0.1, 'degree': 2, 'gamma': 8.25404185268019, 'kernel': 'linear', 'max_iter': 100000}",0.6282051282051282,0.5769230769230769,0.5064935064935064,0.5194805194805194,0.5974025974025974,0.5658914728682171,0.046208833860109134,375
0.003918790817260742,0.00012969581514016984,0.001129484176635742,7.996000396642937e-05,0.1,2.0,8.25404185268019,rbf,100000.0,"{'C': 0.1, 'degree': 2, 'gamma': 8.25404185268019, 'kernel': 'rbf', 'max_iter': 100000}",0.5128205128205128,0.5128205128205128,0.5064935064935064,0.5064935064935064,0.5064935064935064,0.5090439276485789,0.0031035274634571785,1149
0.02266411781311035,0.006244089760951548,0.0006859302520751953,2.9051868842559466e-05,0.1,2.0,8.25404185268019,poly,100000.0,"{'C': 0.1, 'degree': 2, 'gamma': 8.25404185268019, 'kernel': 'poly', 'max_iter': 100000}",0.6153846153846154,0.6538461538461539,0.6883116883116883,0.6103896103896104,0.6493506493506493,0.6434108527131783,0.02837897351875788,156
0.002762460708618164,0.0002516080685851958,0.0008557319641113281,8.77295365569382e-05,0.1,2.0,16.155980984398745,linear,100000.0,"{'C': 0.1, 'degree': 2, 'gamma': 16.155980984398745, 'kernel': 'linear', 'max_iter': 100000}",0.6282051282051282,0.5769230769230769,0.5064935064935064,0.5194805194805194,0.5974025974025974,0.5658914728682171,0.046208833860109134,375
0.004762983322143555,2.269694784557415e-05,0.0013548851013183594,2.4056139264594968e-05,0.1,2.0,16.155980984398745,rbf,100000.0,"{'C': 0.1, 'degree': 2, 'gamma': 16.155980984398745, 'kernel': 'rbf', 'max_iter': 100000}",0.5128205128205128,0.5128205128205128,0.5064935064935064,0.5064935064935064,0.5064935064935064,0.5090439276485789,0.0031035274634571785,1149
0.042252969741821286,0.002546730852421929,0.0008209705352783203,0.00011145191107089403,0.1,2.0,16.155980984398745,poly,100000.0,"{'C': 0.1, 'degree': 2, 'gamma': 16.155980984398745, 'kernel': 'poly', 'max_iter': 100000}",0.6153846153846154,0.6410256410256411,0.7012987012987013,0.6103896103896104,0.6753246753246753,0.648578811369509,0.034915424255763175,124
0.002160787582397461,0.0001878718434145378,0.002916717529296875,0.0045657769331062525,0.1,2.0,31.622776601683793,linear,100000.0,"{'C': 0.1, 'degree': 2, 'gamma': 31.622776601683793, 'kernel': 'linear', 'max_iter': 100000}",0.6282051282051282,0.5769230769230769,0.5064935064935064,0.5194805194805194,0.5974025974025974,0.5658914728682171,0.046208833860109134,375
0.004143238067626953,0.0001398672388370037,0.0011847496032714843,0.0001234698348767505,0.1,2.0,31.622776601683793,rbf,100000.0,"{'C': 0.1, 'degree': 2, 'gamma': 31.622776601683793, 'kernel': 'rbf', 'max_iter': 100000}",0.5128205128205128,0.5128205128205128,0.5064935064935064,0.5064935064935064,0.5064935064935064,0.5090439276485789,0.0031035274634571785,1149
0.06785283088684083,0.005021613458827799,0.0006749153137207032,1.1897445436329165e-05,0.1,2.0,31.622776601683793,poly,100000.0,"{'C': 0.1, 'degree': 2, 'gamma': 31.622776601683793, 'kernel': 'poly', 'max_iter': 100000}",0.6153846153846154,0.6666666666666666,0.7012987012987013,0.6103896103896104,0.6623376623376623,0.6511627906976745,0.03409089866859673,122
0.0020389556884765625,6.533817552282852e-05,0.0006287574768066406,1.1258205080698933e-05,0.1,2.0,61.8965818891261,linear,100000.0,"{'C': 0.1, 'degree': 2, 'gamma': 61.8965818891261, 'kernel': 'linear', 'max_iter': 100000}",0.6282051282051282,0.5769230769230769,0.5064935064935064,0.5194805194805194,0.5974025974025974,0.5658914728682171,0.046208833860109134,375
0.0048010826110839845,0.0004915419683604163,0.0012768268585205077,6.72613588926217e-05,0.1,2.0,61.8965818891261,rbf,100000.0,"{'C': 0.1, 'degree': 2, 'gamma': 61.8965818891261, 'kernel': 'rbf', 'max_iter': 100000}",0.5128205128205128,0.5128205128205128,0.5064935064935064,0.5064935064935064,0.5064935064935064,0.5090439276485789,0.0031035274634571785,1149
0.1278174877166748,0.011856398335561345,0.0007608890533447266,9.991048258129208e-05,0.1,2.0,61.8965818891261,poly,100000.0,"{'C': 0.1, 'degree': 2, 'gamma': 61.8965818891261, 'kernel': 'poly', 'max_iter': 100000}",0.6282051282051282,0.5769230769230769,0.7012987012987013,0.5974025974025974,0.6103896103896104,0.6227390180878553,0.042604103336778436,217
0.0020315170288085936,6.512824078468614e-05,0.0006372451782226563,1.411260774158145e-05,0.1,2.0,121.15276586285901,linear,100000.0,"{'C': 0.1, 'degree': 2, 'gamma': 121.15276586285901, 'kernel': 'linear', 'max_iter': 100000}",0.6282051282051282,0.5769230769230769,0.5064935064935064,0.5194805194805194,0.5974025974025974,0.5658914728682171,0.046208833860109134,375
0.005365848541259766,0.0003395155238819813,0.0018621921539306641,0.000876333615192849,0.1,2.0,121.15276586285901,rbf,100000.0,"{'C': 0.1, 'degree': 2, 'gamma': 121.15276586285901, 'kernel': 'rbf', 'max_iter': 100000}",0.5128205128205128,0.5128205128205128,0.5064935064935064,0.5064935064935064,0.5064935064935064,0.5090439276485789,0.0031035274634571785,1149
0.18472509384155272,0.0036062102362436946,0.0008481502532958985,7.542511834094317e-05,0.1,2.0,121.15276586285901,poly,100000.0,"{'C': 0.1, 'degree': 2, 'gamma': 121.15276586285901, 'kernel': 'poly', 'max_iter': 100000}",0.5384615384615384,0.46153846153846156,0.4805194805194805,0.5714285714285714,0.5974025974025974,0.5297157622739018,0.051880287743747734,1034
0.0021980762481689452,0.00012159409242361225,0.0007515907287597656,1.7064242473462734e-05,0.1,2.0,237.13737056616552,linear,100000.0,"{'C': 0.1, 'degree': 2, 'gamma': 237.13737056616552, 'kernel': 'linear', 'max_iter': 100000}",0.6282051282051282,0.5769230769230769,0.5064935064935064,0.5194805194805194,0.5974025974025974,0.5658914728682171,0.046208833860109134,375
0.005943155288696289,0.00017062154385752277,0.003560590744018555,0.004124560174527757,0.1,2.0,237.13737056616552,rbf,100000.0,"{'C': 0.1, 'degree': 2, 'gamma': 237.13737056616552, 'kernel': 'rbf', 'max_iter': 100000}",0.5128205128205128,0.5128205128205128,0.5064935064935064,0.5064935064935064,0.5064935064935064,0.5090439276485789,0.0031035274634571785,1149
0.20690655708312988,0.014810707150066814,0.001126861572265625,0.000452068500082114,0.1,2.0,237.13737056616552,poly,100000.0,"{'C': 0.1, 'degree': 2, 'gamma': 237.13737056616552, 'kernel': 'poly', 'max_iter': 100000}",0.44871794871794873,0.48717948717948717,0.44155844155844154,0.45454545454545453,0.45454545454545453,0.4573643410852713,0.015719536144582703,1747
0.0031472206115722655,0.0010519743654644322,0.0008777618408203125,0.0002664809311456793,0.1,2.0,464.1588833612782,linear,100000.0,"{'C': 0.1, 'degree': 2, 'gamma': 464.1588833612782, 'kernel': 'linear', 'max_iter': 100000}",0.6282051282051282,0.5769230769230769,0.5064935064935064,0.5194805194805194,0.5974025974025974,0.5658914728682171,0.046208833860109134,375
0.005636262893676758,0.0005484189419340238,0.0013455390930175782,1.2174391322543614e-05,0.1,2.0,464.1588833612782,rbf,100000.0,"{'C': 0.1, 'degree': 2, 'gamma': 464.1588833612782, 'kernel': 'rbf', 'max_iter': 100000}",0.5128205128205128,0.5128205128205128,0.5064935064935064,0.5064935064935064,0.5064935064935064,0.5090439276485789,0.0031035274634571785,1149
0.19681282043457032,0.005461769700029507,0.0007164955139160156,3.970235635270562e-05,0.1,2.0,464.1588833612782,poly,100000.0,"{'C': 0.1, 'degree': 2, 'gamma': 464.1588833612782, 'kernel': 'poly', 'max_iter': 100000}",0.5512820512820513,0.44871794871794873,0.4675324675324675,0.4935064935064935,0.45454545454545453,0.48320413436692505,0.03751278084173987,1616
0.0020246028900146483,6.397395595726874e-05,0.0006259918212890625,6.651151952424122e-06,0.1,2.0,908.517575651688,linear,100000.0,"{'C': 0.1, 'degree': 2, 'gamma': 908.517575651688, 'kernel': 'linear', 'max_iter': 100000}",0.6282051282051282,0.5769230769230769,0.5064935064935064,0.5194805194805194,0.5974025974025974,0.5658914728682171,0.046208833860109134,375
0.005243349075317383,0.00015484675695626532,0.001264810562133789,7.082275962060289e-06,0.1,2.0,908.517575651688,rbf,100000.0,"{'C': 0.1, 'degree': 2, 'gamma': 908.517575651688, 'kernel': 'rbf', 'max_iter': 100000}",0.5128205128205128,0.5128205128205128,0.5064935064935064,0.5064935064935064,0.5064935064935064,0.5090439276485789,0.0031035274634571785,1149
0.20054864883422852,0.008235997347834905,0.000763845443725586,6.51046711311068e-05,0.1,2.0,908.517575651688,poly,100000.0,"{'C': 0.1, 'degree': 2, 'gamma': 908.517575651688, 'kernel': 'poly', 'max_iter': 100000}",0.4230769230769231,0.47435897435897434,0.4805194805194805,0.5064935064935064,0.5324675324675324,0.48320413436692505,0.03656023135029796,1616
0.002044868469238281,6.124367708119849e-05,0.0006293773651123047,3.7254381150483345e-06,0.1,2.0,1778.2794100389228,linear,100000.0,"{'C': 0.1, 'degree': 2, 'gamma': 1778.2794100389228, 'kernel': 'linear', 'max_iter': 100000}",0.6282051282051282,0.5769230769230769,0.5064935064935064,0.5194805194805194,0.5974025974025974,0.5658914728682171,0.046208833860109134,375
0.00642852783203125,0.0028854712778819966,0.0012482643127441407,2.7421494983156826e-05,0.1,2.0,1778.2794100389228,rbf,100000.0,"{'C': 0.1, 'degree': 2, 'gamma': 1778.2794100389228, 'kernel': 'rbf', 'max_iter': 100000}",0.5128205128205128,0.5128205128205128,0.5064935064935064,0.5064935064935064,0.5064935064935064,0.5090439276485789,0.0031035274634571785,1149
0.24068207740783693,0.04903346917660779,0.001322793960571289,0.0005964603398485785,0.1,2.0,1778.2794100389228,poly,100000.0,"{'C': 0.1, 'degree': 2, 'gamma': 1778.2794100389228, 'kernel': 'poly', 'max_iter': 100000}",0.4358974358974359,0.5641025641025641,0.36363636363636365,0.45454545454545453,0.42857142857142855,0.4496124031007752,0.06514213708437783,1764
0.0022841930389404298,0.00017683444132959552,0.0007211685180664063,4.2445578682461275e-05,0.1,2.0,3480.700588428413,linear,100000.0,"{'C': 0.1, 'degree': 2, 'gamma': 3480.700588428413, 'kernel': 'linear', 'max_iter': 100000}",0.6282051282051282,0.5769230769230769,0.5064935064935064,0.5194805194805194,0.5974025974025974,0.5658914728682171,0.046208833860109134,375
0.008090639114379882,0.0046217726137624746,0.001398324966430664,9.611232243752527e-05,0.1,2.0,3480.700588428413,rbf,100000.0,"{'C': 0.1, 'degree': 2, 'gamma': 3480.700588428413, 'kernel': 'rbf', 'max_iter': 100000}",0.5128205128205128,0.5128205128205128,0.5064935064935064,0.5064935064935064,0.5064935064935064,0.5090439276485789,0.0031035274634571785,1149
0.20435709953308107,0.017876887940483307,0.000918436050415039,0.00037399336908430986,0.1,2.0,3480.700588428413,poly,100000.0,"{'C': 0.1, 'degree': 2, 'gamma': 3480.700588428413, 'kernel': 'poly', 'max_iter': 100000}",0.4230769230769231,0.5512820512820513,0.5454545454545454,0.5064935064935064,0.6103896103896104,0.5271317829457365,0.06189163440454286,1038
0.0020570755004882812,6.253315286822062e-05,0.0006241798400878906,1.0874605675518768e-05,0.1,2.0,6812.920690579622,linear,100000.0,"{'C': 0.1, 'degree': 2, 'gamma': 6812.920690579622, 'kernel': 'linear', 'max_iter': 100000}",0.6282051282051282,0.5769230769230769,0.5064935064935064,0.5194805194805194,0.5974025974025974,0.5658914728682171,0.046208833860109134,375
0.004871511459350586,0.0001843952534432671,0.001257038116455078,9.210990700195765e-05,0.1,2.0,6812.920690579622,rbf,100000.0,"{'C': 0.1, 'degree': 2, 'gamma': 6812.920690579622, 'kernel': 'rbf', 'max_iter': 100000}",0.5128205128205128,0.5128205128205128,0.5064935064935064,0.5064935064935064,0.5064935064935064,0.5090439276485789,0.0031035274634571785,1149
0.19211974143981933,0.005366442697973681,0.0007441997528076172,0.00011590915819211593,0.1,2.0,6812.920690579622,poly,100000.0,"{'C': 0.1, 'degree': 2, 'gamma': 6812.920690579622, 'kernel': 'poly', 'max_iter': 100000}",0.48717948717948717,0.41025641025641024,0.4675324675324675,0.4935064935064935,0.4025974025974026,0.45219638242894056,0.03843158224616087,1756
0.002019643783569336,6.198864716722795e-05,0.0006212711334228516,8.277486536265919e-06,0.1,2.0,13335.21432163324,linear,100000.0,"{'C': 0.1, 'degree': 2, 'gamma': 13335.21432163324, 'kernel': 'linear', 'max_iter': 100000}",0.6282051282051282,0.5769230769230769,0.5064935064935064,0.5194805194805194,0.5974025974025974,0.5658914728682171,0.046208833860109134,375
0.004837417602539062,0.00019758371234212223,0.00116729736328125,2.1972830096192866e-05,0.1,2.0,13335.21432163324,rbf,100000.0,"{'C': 0.1, 'degree': 2, 'gamma': 13335.21432163324, 'kernel': 'rbf', 'max_iter': 100000}",0.5128205128205128,0.5128205128205128,0.5064935064935064,0.5064935064935064,0.5064935064935064,0.5090439276485789,0.0031035274634571785,1149
0.20229477882385255,0.007779145182874489,0.0007085800170898438,6.0906684790947827e-05,0.1,2.0,13335.21432163324,poly,100000.0,"{'C': 0.1, 'degree': 2, 'gamma': 13335.21432163324, 'kernel': 'poly', 'max_iter': 100000}",0.5256410256410257,0.5,0.4155844155844156,0.5064935064935064,0.45454545454545453,0.4806201550387597,0.03992797699034958,1642
0.002004098892211914,5.672546705362675e-05,0.000643777847290039,5.516130069589946e-05,0.1,2.0,26101.572156825387,linear,100000.0,"{'C': 0.1, 'degree': 2, 'gamma': 26101.572156825387, 'kernel': 'linear', 'max_iter': 100000}",0.6282051282051282,0.5769230769230769,0.5064935064935064,0.5194805194805194,0.5974025974025974,0.5658914728682171,0.046208833860109134,375
0.004733419418334961,0.0003315029950396767,0.0011521339416503905,4.355343002764805e-05,0.1,2.0,26101.572156825387,rbf,100000.0,"{'C': 0.1, 'degree': 2, 'gamma': 26101.572156825387, 'kernel': 'rbf', 'max_iter': 100000}",0.5128205128205128,0.5128205128205128,0.5064935064935064,0.5064935064935064,0.5064935064935064,0.5090439276485789,0.0031035274634571785,1149
0.22356801033020018,0.036456083500283745,0.0010599613189697266,0.0003766568797450908,0.1,2.0,26101.572156825387,poly,100000.0,"{'C': 0.1, 'degree': 2, 'gamma': 26101.572156825387, 'kernel': 'poly', 'max_iter': 100000}",0.46153846153846156,0.4358974358974359,0.5584415584415584,0.45454545454545453,0.5324675324675324,0.4883720930232558,0.04786983340534411,1580
0.0020306587219238283,5.879508510224857e-05,0.0006246089935302735,9.79595763486458e-06,0.1,2.0,51089.697745069345,linear,100000.0,"{'C': 0.1, 'degree': 2, 'gamma': 51089.697745069345, 'kernel': 'linear', 'max_iter': 100000}",0.6282051282051282,0.5769230769230769,0.5064935064935064,0.5194805194805194,0.5974025974025974,0.5658914728682171,0.046208833860109134,375
0.004778528213500976,8.743399308089641e-05,0.001104450225830078,7.415171979682256e-05,0.1,2.0,51089.697745069345,rbf,100000.0,"{'C': 0.1, 'degree': 2, 'gamma': 51089.697745069345, 'kernel': 'rbf', 'max_iter': 100000}",0.5128205128205128,0.5128205128205128,0.5064935064935064,0.5064935064935064,0.5064935064935064,0.5090439276485789,0.0031035274634571785,1149
0.1937856674194336,0.003946025347862827,0.0007174968719482422,7.069239124723563e-05,0.1,2.0,51089.697745069345,poly,100000.0,"{'C': 0.1, 'degree': 2, 'gamma': 51089.697745069345, 'kernel': 'poly', 'max_iter': 100000}",0.41025641025641024,0.5128205128205128,0.2857142857142857,0.45454545454545453,0.4025974025974026,0.4134366925064599,0.07482070757799712,1795
0.0020281791687011717,6.203052145815155e-05,0.0006257057189941406,6.296417556855798e-06,0.1,2.0,100000.0,linear,100000.0,"{'C': 0.1, 'degree': 2, 'gamma': 100000.0, 'kernel': 'linear', 'max_iter': 100000}",0.6282051282051282,0.5769230769230769,0.5064935064935064,0.5194805194805194,0.5974025974025974,0.5658914728682171,0.046208833860109134,375
