time,lat,lon,area,lst_day,lst_night,evi,class
2018-10-24,37.660119044237064,-118.16128390153506,12020885.704595553,288.09857142857146,276.35428571428577,0.14222500000000002,no_fire
2018-10-24,40.23816137204788,-121.4913938062007,54093985.67067999,287.7507936507937,278.16190476190485,0.2732357142857143,no_fire
2018-11-01,37.6160714251934,-120.6026012542657,12020885.704595553,295.47285714285715,282.0185714285714,0.18649285714285715,no_fire
2018-11-01,34.3535256379406,-117.94976309897814,22324502.022820313,293.78153846153845,282.74538461538464,0.20847307692307696,no_fire
2018-11-01,41.83541666290972,-121.41856498411548,3434538.7727415864,284.875,274.855,0.06725,no_fire
2018-11-09,39.63785460636949,-123.3037589141284,40355830.57971364,290.2825531914894,280.732340425532,0.2992489361702128,no_fire
2018-11-09,40.641666663016935,-123.81975861330663,5151808.15911238,291.5366666666667,283.32,0.27969166666666667,no_fire
2018-11-09,41.50916666293903,-122.38993579256174,34345387.72741587,288.21999999999997,268.882,0.16281125000000002,no_fire
2018-11-17,40.013095234501954,-120.60002884453873,48083542.81838221,279.6907142857143,273.2217857142858,0.2828089285714286,no_fire
2018-11-17,39.16781400614446,-123.05040423718923,59245793.829792365,290.3672463768116,281.3834782608696,0.26691884057971016,no_fire
2018-11-17,38.63229166319738,-120.8743514273961,20607232.63644952,294.3341666666667,279.70666666666665,0.21331666666666668,no_fire
2018-11-25,35.15654761589046,-120.59590994611301,6010442.852297776,292.09714285714284,283.1485714285714,0.22635714285714287,no_fire
2018-11-25,37.340277774424514,-120.82964041360947,5151808.15911238,288.80333333333334,277.9066666666667,0.17620833333333333,no_fire
2018-11-25,36.269809938263336,-121.73475383398822,48942177.51156761,286.30912280701756,278.51543859649126,0.23174385964912284,no_fire
2018-11-25,34.25916666359009,-116.19988137112504,4293173.465926983,295.572,280.444,0.10540000000000001,no_fire
2018-12-03,34.572499996895296,-120.5324714526403,8586346.931853967,290.086,281.668,0.16643,no_fire
2018-12-03,37.65304053715919,-121.08091701233647,31769483.647859674,284.99081081081084,277.75729729729727,0.2541702702702703,no_fire
2018-12-03,34.392499996911454,-115.28390776265516,4293173.465926983,291.28000000000003,276.62800000000004,0.08098000000000001,no_fire
2018-12-03,36.73913043148333,-120.55053014583723,39497195.886528246,288.86782608695654,278.41565217391303,0.09499347826086958,no_fire
2018-12-03,37.73749999661107,-121.99841432500027,7727712.238668569,288.6711111111111,279.0488888888889,0.22711111111111112,no_fire
2018-12-11,35.093452377800894,-120.55053819412751,6010442.852297776,292.03714285714284,279.87714285714287,0.2901571428571429,no_fire
2018-12-11,34.81527777465127,-120.20445862444035,2575904.07955619,290.90000000000003,277.64,0.26166666666666666,no_fire
2018-12-11,39.51666666311796,-122.32992483655255,20607232.63644952,287.72833333333335,277.01916666666665,0.21383333333333332,no_fire
2018-12-19,39.36698717595191,-123.59138601270159,11162251.011410156,281.1769230769231,280.0323076923077,0.3671076923076923,no_fire
2018-12-19,36.795238091933776,-118.9225694712217,12020885.704595553,281.59857142857146,275.17285714285714,0.2796785714285714,no_fire
2018-12-27,34.90340908777467,-116.86328834169795,18889963.250078727,290.2745454545456,273.49727272727273,0.07468846153846155,no_fire
2018-12-27,37.1124999966672,-121.47539366552323,7727712.238668569,283.21777777777777,276.76666666666665,0.260365811965812,no_fire
2018-12-27,39.73071705069564,-122.4434460674321,36921291.80697206,285.17767441860457,276.18837209302325,0.242724686940966,no_fire
2018-12-27,38.403858021242584,-122.62570457335832,23183136.71600571,285.7792592592593,278.22518518518524,0.23364415954415954,no_fire
2018-12-27,36.684722218927824,-120.60239453556792,2575904.07955619,284.9866666666667,274.84666666666664,0.10855641025641026,no_fire
2019-01-01,40.318452377331674,-123.69657673638007,6010442.852297776,280.24857142857144,275.04857142857145,0.29992857142857143,no_fire
2019-01-01,34.209722219150095,-117.70498370180599,2575904.07955619,284.11333333333334,275.6066666666666,0.26130000000000003,no_fire
2019-01-01,39.043055552049374,-123.10607123903533,33486753.034230467,283.7251282051282,275.2220512820512,0.17432307692307691,no_fire
2019-01-09,41.589166662931845,-121.20221732585752,8586346.931853967,277.348,268.18,0.189055,no_fire
2019-01-09,33.614880949362245,-117.42475299865603,6010442.852297776,288.7914285714286,279.51142857142855,0.19545000000000004,no_fire
2019-01-09,37.804166663271744,-120.4578440660546,6869077.545483173,287.6625,276.40999999999997,0.308825,no_fire
2019-01-09,34.45833333023888,-115.46366732570314,3434538.7727415864,294.665,277.65,0.0767125,no_fire
2019-01-17,37.324038458186656,-122.33484389370305,11162251.011410156,288.6738461538461,278.44615384615383,0.3890153846153846,no_fire
2019-01-17,40.22499999638768,-121.99618350243645,5151808.15911238,286.34666666666664,276.90333333333336,0.20113333333333336,no_fire
2019-01-17,35.752083330122694,-116.43574794349048,3434538.7727415864,295.53499999999997,281.57,0.0509,no_fire
2019-01-17,36.55316666338409,-120.02566848520469,21465867.329634916,287.5808,277.0472,0.20755200000000001,no_fire
2019-01-17,40.3200757539549,-121.84949881747477,103894797.87543298,283.9555371900827,274.8204958677686,0.2110719008264463,no_fire
2019-01-25,39.809166663091695,-122.18581384635864,4293173.465926983,292.684,278.17600000000004,0.38456999999999997,no_fire
2019-01-25,39.00083332983095,-121.47903987335219,4293173.465926983,288.86,280.504,0.26074,no_fire
2019-01-25,36.08894230445142,-121.20772619139011,44649004.045640625,289.65846153846155,281.3796153846155,0.2119769230769231,no_fire
2019-01-25,38.577083329869005,-121.08741290796245,3434538.7727415864,287.895,279.015,0.37468750000000006,no_fire
2019-01-25,37.61199999662234,-121.07963564544734,42931734.65926983,288.9092,279.01160000000004,0.31058300000000005,no_fire
2019-02-02,36.340624996736516,-120.14023452978414,6869077.545483173,287.52000000000004,275.32500000000005,0.09128750000000001,no_fire
2019-02-02,36.09166666342553,-119.59999392419765,3434538.7727415864,285.925,275.53000000000003,0.17495000000000002,no_fire
2019-02-10,34.731547615928626,-120.16512075560729,6010442.852297776,287.1257142857143,275.3657142857143,0.38970714285714286,no_fire
2019-02-10,36.35828651358886,-119.17301361163445,76418487.6935003,288.4826966292135,275.25280898876406,0.3468623595505618,no_fire
2019-02-18,34.06762820206884,-114.4480040745405,11162251.011410156,291.10923076923075,276.1061538461538,0.18966153846153844,no_fire
2019-02-18,38.273611107674036,-122.29575996728458,2575904.07955619,288.44666666666666,276.0,0.29003333333333337,no_fire
2019-02-18,34.31296295988157,-119.09751224552006,123643395.81869711,291.0705555555556,275.6743055555556,0.3437354166666667,no_fire
2019-02-18,37.746874996610224,-120.62405252168612,6869077.545483173,287.2,274.5525,0.44253750000000003,no_fire
2019-02-18,39.043297097943075,-121.33482203616916,39497195.886528246,286.8769565217391,274.931304347826,0.30508478260869565,no_fire
2019-02-26,36.39861110784241,-117.35120420491177,2575904.07955619,297.31333333333333,283.8066666666667,0.03056666666666667,no_fire
2019-02-26,33.05913978197743,-115.50418140047171,106470701.95498918,300.921935483871,282.66725806451615,0.3920161290322581,no_fire
2019-03-06,37.31553029967926,-121.73033847836952,9444981.625039363,290.03818181818184,278.12181818181824,0.39145454545454555,no_fire
2019-03-06,38.07583332991401,-121.30303311522466,4293173.465926983,291.324,278.06399999999996,0.33462,no_fire
2019-03-14,41.994764953493714,-123.07860986177901,33486753.034230467,285.0476923076924,277.46871794871794,0.31792820512820513,no_fire
2019-03-14,38.24975489852586,-121.38027171555314,14596789.784151742,292.24117647058824,279.9682352941177,0.3563058823529412,no_fire
2019-03-14,38.95138888539095,-122.43509573062892,2575904.07955619,292.5,278.9,0.22678333333333334,no_fire
2019-03-22,34.01041666361243,-114.72037093288739,3434538.7727415864,311.575,285.335,0.10700000000000001,no_fire
2019-03-22,33.76805555252309,-114.78583572927246,15455424.477337139,313.87888888888887,286.71333333333337,0.08944444444444445,no_fire
2019-03-30,36.17249999675161,-121.54219094342524,8586346.931853967,293.296,279.12,0.281075,no_fire
2019-03-30,35.67319819499464,-116.52648423311595,63538967.29571935,311.08675675675676,288.31405405405405,0.05831891891891892,no_fire
2019-03-30,36.95208333001493,-119.84519950634028,6869077.545483173,298.5925,279.8375,0.43928750000000005,no_fire
2019-04-07,41.879166662905796,-121.66674291611353,858634.6931853966,285.0,270.06,0.2157,no_fire
2019-04-07,37.10083333000158,-120.05869624679958,4293173.465926983,298.62,282.052,0.31548,no_fire
2019-04-15,35.08290229570003,-119.00080626311781,24900406.102376502,306.1,286.4724137931035,0.2919655172413793,no_fire
2019-04-15,38.52708332987349,-121.06714551919193,3434538.7727415864,299.73,285.37,0.4331375,no_fire
2019-04-15,41.991071424800516,-120.30591521369239,6010442.852297776,291.0942857142857,277.8514285714286,0.2862928571428572,no_fire
2019-04-23,38.939880948884046,-122.07033683491392,6010442.852297776,303.99142857142857,290.16857142857145,0.4449571428571429,no_fire
2019-04-23,37.29775640690696,-120.88532950161986,44649004.045640625,304.54192307692307,285.54807692307696,0.3771288461538462,no_fire
2019-05-01,41.6815476153045,-121.12660062095843,6010442.852297776,306.50857142857143,277.4371428571429,0.15829999999999997,no_fire
2019-05-01,37.2672619014152,-120.35555405250014,30052214.26148888,304.32628571428575,286.0982857142857,0.35206285714285723,no_fire
2019-05-09,38.20684523466416,-120.3122046239066,24041771.409191106,297.44642857142856,284.7242857142857,0.3782357142857143,no_fire
2019-05-09,35.057638885740616,-116.38667797910992,20607232.63644952,315.51916666666665,293.62416666666667,0.0671,no_fire
2019-05-17,34.502091312355,-115.01953660870441,224103654.9213885,315.34689655172417,287.7994636015325,0.10290536398467434,no_fire
2019-05-17,36.83108974028221,-120.8709176497791,11162251.011410156,311.42,282.5615384615385,0.14511923076923078,no_fire
2019-05-17,38.39583332988528,-122.52968879247453,3434538.7727415864,293.54499999999996,282.205,0.31425000000000003,no_fire
2019-05-25,34.35185184876696,-119.32741384916152,15455424.477337139,295.3511111111111,284.7355555555556,0.35775,no_fire
2019-05-25,33.491666663659025,-114.64295078233302,3434538.7727415864,309.35,287.36,0.403125,no_fire
2019-05-25,40.30122548657692,-122.18289392807213,29193579.568303484,309.24529411764706,288.87000000000006,0.20998235294117648,no_fire
2019-05-25,35.6899305523505,-121.06472531430697,20607232.63644952,296.37583333333333,284.07916666666665,0.36162916666666667,no_fire
2019-06-02,33.274999997011804,-115.48146855417536,10303616.31822476,322.83666666666664,298.7683333333333,0.10232083333333335,no_fire
2019-06-02,36.884583330020995,-118.7801292742011,17172693.863707934,296.51699999999994,284.36799999999994,0.2684825,no_fire
2019-06-10,36.7891666633629,-120.369791804639,8586346.931853967,313.15999999999997,292.108,0.3908,no_fire
2019-06-10,39.29305555202693,-123.04912688048886,33486753.034230467,308.0610256410256,290.87794871794864,0.2946871794871795,no_fire
2019-06-10,41.485416662941155,-120.15695368280882,3434538.7727415864,312.87,285.57,0.41802500000000004,no_fire
2019-06-10,40.62416666301851,-123.06706168331556,25759040.7955619,304.5626666666667,290.93666666666667,0.3341199999999999,no_fire
2019-06-10,34.37083333024673,-118.6948337535713,2575904.07955619,305.18666666666667,289.31333333333333,0.3134666666666667,no_fire
2019-06-18,35.05892856828018,-120.00797234988805,6010442.852297776,308.9685714285714,288.9914285714286,0.24407142857142855,no_fire
2019-06-18,35.15892856827119,-120.51716789842256,12020885.704595553,304.2557142857143,287.2142857142857,0.2473714285714286,no_fire
2019-06-18,37.27187499665288,-120.58145690711191,6869077.545483173,313.89250000000004,292.01750000000004,0.32374375,no_fire
2019-06-26,40.717499996343456,-121.5220535776144,4293173.465926983,299.716,282.716,0.31868,no_fire
2019-06-26,38.67319182042641,-123.15237759181252,45507638.73882602,302.04301886792456,287.16754716981126,0.43954339622641514,no_fire
2019-06-26,40.51805555191692,-121.88475385545429,2575904.07955619,299.8733333333334,286.8333333333333,0.4043333333333334,no_fire
2019-06-26,36.181547615798415,-119.94503272963384,6010442.852297776,314.17999999999995,291.48,0.19991428571428577,no_fire
2019-06-26,39.82187499642389,-121.57177605077429,6869077.545483173,304.5825,289.4425,0.208475,no_fire
